Dish Name,Ingredients
Chicken Biryani,"yogurt, spices, rice, saffron, chicken"
Spanish Paella,"seafood, saffron, onions, peppers, rice"
Lasagna,"garlic, pasta, tomato sauce, ground beef"
Beef Steak,"garlic, salt, butter, pepper"
Chicken Biryani,"cardamom, spices, saffron, yogurt, rice, chicken"
Spanish Paella,"saffron, seafood, onions, rice"
Spanish Paella,"onions, peppers, saffron, rice, seafood"
Greek Salad,"lettuce, feta cheese, cucumber, dressing, tomato, olives"
Greek Salad,"tomato, olives, feta cheese, cucumber"
Shawarma,"cumin, chicken, garlic, pita"
Pasta Carbonara,"pasta, olive oil, tomato sauce, cheese, basil"
Caesar Salad,"croutons, lettuce, chicken, Caesar dressing, parmesan"
Omelette,"eggs, cheese, pepper, onions"
Greek Salad,"lettuce, dressing, cucumber, feta cheese, tomato, olives"
Pasta Carbonara,"tomato sauce, cheese, olive oil, basil"
Turkey Sandwich,"turkey, cheese, tomato, lettuce, bread"
Lasagna,"tomato sauce, cheese, ground beef, onion"
Caesar Salad,"chicken, Caesar dressing, croutons, parmesan"
BBQ Ribs,"brown sugar, BBQ sauce, spices, pork"
Pasta Carbonara,"pasta, olive oil, tomato sauce, cheese, basil"
Pad Thai,"peanut, lime, shrimp, egg, rice noodles"
Spanish Paella,"saffron, rice, peppers, seafood, onions"
Dim Sum,"soy sauce, dumpling wrapper, ginger, pork, shrimp"
Cereal,"oats, fruits, nuts, milk, honey"
Sushi,"avocado, salmon, rice, seaweed, soy sauce"
Butter Chicken,"coconut milk, onions, spices, chicken"
Greek Salad,"tomato, lettuce, cucumber, olives, feta cheese"
Shawarma,"cumin, garlic, yogurt, pita, chicken"
Chicken Biryani,"cardamom, rice, saffron, spices, yogurt, chicken"
Shawarma,"pita, chicken, cumin, garlic, yogurt"
BBQ Ribs,"spices, brown sugar, garlic, BBQ sauce"
Dim Sum,"soy sauce, shrimp, ginger, dumpling wrapper, pork"
Spanish Paella,"seafood, peppers, onions, rice"
Butter Chicken,"coconut milk, curry powder, spices, onions, chicken"
Pho,"rice noodles, broth, chili, lime, basil, beef"
Caesar Salad,"Caesar dressing, croutons, lettuce, parmesan, chicken"
Pad Thai,"egg, shrimp, peanut, lime, rice noodles"
Pasta Carbonara,"cheese, pasta, basil, olive oil, tomato sauce"
Butter Chicken,"coconut milk, onions, chicken, spices"
Greek Salad,"feta cheese, cucumber, olives, dressing, tomato, lettuce"
Dim Sum,"shrimp, pork, ginger, soy sauce, dumpling wrapper"
Cereal,"honey, fruits, nuts, milk"
Tacos,"tortilla, beef, salsa, lettuce, cheese"
Spanish Paella,"rice, seafood, peppers, saffron, onions"
Spanish Paella,"rice, onions, saffron, peppers, seafood"
Lasagna,"onion, ground beef, cheese, pasta, garlic"
Pho,"beef, broth, rice noodles, lime"
Caesar Salad,"lettuce, croutons, parmesan, Caesar dressing, chicken"
Butter Chicken,"onions, coconut milk, curry powder, spices, chicken"
Dim Sum,"dumpling wrapper, soy sauce, shrimp, ginger, pork"
Caesar Salad,"croutons, parmesan, lettuce, chicken, Caesar dressing"
Omelette,"eggs, onions, cheese, butter, salt, pepper"
Pho,"broth, chili, lime, basil"
Greek Salad,"cucumber, feta cheese, tomato, lettuce"
Greek Salad,"tomato, olives, lettuce, cucumber, feta cheese, dressing"
Spring Rolls,"rice paper, peanut sauce, cabbage, carrots, shrimp"
Spring Rolls,"carrots, cabbage, rice paper, peanut sauce, shrimp"
Pancakes,"vanilla, butter, sugar, eggs"
Pancakes,"milk, eggs, sugar, flour, butter, vanilla"
Spring Rolls,"shrimp, cabbage, carrots, peanut sauce, rice paper"
Pancakes,"flour, eggs, butter, sugar"
Cereal,"oats, milk, nuts, honey, fruits"
Turkey Sandwich,"bread, lettuce, turkey, tomato"
Grilled Chicken,"seasoning, tomato, garlic, chicken"
Lasagna,"garlic, pasta, ground beef, tomato sauce, onion, cheese"
Shawarma,"yogurt, cumin, chicken, garlic, pita"
Caesar Salad,"lettuce, parmesan, chicken, Caesar dressing, croutons"
Spanish Paella,"onions, peppers, seafood, saffron"
Sushi,"avocado, salmon, seaweed, rice, soy sauce"
Pho,"rice noodles, lime, basil, chili, beef, broth"
Pancakes,"eggs, butter, sugar, flour, milk"
Dim Sum,"shrimp, dumpling wrapper, ginger, pork, soy sauce"
Beef Steak,"pepper, garlic, beef, salt, butter"
Caesar Salad,"parmesan, croutons, Caesar dressing, lettuce"
Spanish Paella,"peppers, onions, seafood, saffron"
Lasagna,"pasta, onion, ground beef, tomato sauce"
Spanish Paella,"seafood, rice, onions, saffron, peppers"
Pad Thai,"shrimp, peanut, egg, rice noodles, lime"
Pasta Carbonara,"cheese, basil, tomato sauce, pasta"
Caesar Salad,"lettuce, Caesar dressing, croutons, chicken"
Beef Steak,"butter, beef, pepper, salt, garlic"
Pad Thai,"peanut, shrimp, lime, egg"
Pad Thai,"lime, egg, shrimp, rice noodles"
Pancakes,"sugar, eggs, butter, milk, vanilla"
Pancakes,"flour, sugar, eggs, butter"
Japanese Ramen,"egg, broth, pork, scallions, noodles, ginger"
Omelette,"pepper, eggs, butter, salt, onions"
Shawarma,"pita, garlic, yogurt, cumin"
Lasagna,"pasta, ground beef, garlic, tomato sauce, cheese"
Clam Chowder,"potato, onion, cream, clam"
Turkey Sandwich,"tomato, lettuce, mayonnaise, turkey, cheese"
Butter Chicken,"curry powder, onions, coconut milk, chicken, spices"
Lasagna,"onion, tomato sauce, garlic, cheese, ground beef, pasta"
Chicken Biryani,"yogurt, rice, cardamom, saffron, spices, chicken"
Pho,"rice noodles, chili, broth, basil, beef, lime"
Pancakes,"eggs, flour, milk, sugar"
Butter Chicken,"curry powder, chicken, spices, onions, coconut milk"
Caesar Salad,"lettuce, croutons, Caesar dressing, chicken, parmesan"
Cereal,"nuts, fruits, honey, oats, milk"
Butter Chicken,"coconut milk, onions, spices, chicken"
Grilled Chicken,"garlic, chicken, lettuce, seasoning, tomato"
Chicken Biryani,"spices, chicken, saffron, cardamom, yogurt, rice"
BBQ Ribs,"garlic, spices, pork, BBQ sauce, brown sugar"
Japanese Ramen,"ginger, scallions, noodles, egg, broth"
BBQ Ribs,"BBQ sauce, pork, brown sugar, spices"
Sushi,"seaweed, soy sauce, avocado, salmon"
Omelette,"butter, salt, pepper, eggs, onions, cheese"
Spring Rolls,"rice paper, peanut sauce, carrots, shrimp, cabbage"
Grilled Chicken,"seasoning, lettuce, garlic, tomato"
Butter Chicken,"chicken, coconut milk, curry powder, spices, onions"
Chicken Biryani,"chicken, cardamom, rice, spices, yogurt"
Shawarma,"chicken, pita, cumin, garlic"
Pancakes,"eggs, butter, flour, sugar, vanilla, milk"
Spanish Paella,"rice, peppers, seafood, saffron"
Dim Sum,"soy sauce, pork, dumpling wrapper, shrimp, ginger"
Butter Chicken,"onions, spices, chicken, coconut milk"
Clam Chowder,"potato, clam, celery, onion"
Spring Rolls,"cabbage, shrimp, carrots, peanut sauce"
Spanish Paella,"seafood, onions, saffron, peppers, rice"
Cereal,"milk, fruits, nuts, honey, oats"
Pancakes,"sugar, eggs, flour, butter"
Cereal,"milk, nuts, oats, honey, fruits"
Butter Chicken,"onions, chicken, curry powder, coconut milk"
Pasta Carbonara,"basil, olive oil, cheese, tomato sauce, pasta"
Turkey Sandwich,"tomato, mayonnaise, turkey, bread, lettuce"
BBQ Ribs,"garlic, pork, brown sugar, spices, BBQ sauce"
BBQ Ribs,"pork, brown sugar, spices, garlic"
Spring Rolls,"shrimp, peanut sauce, rice paper, carrots, cabbage"
Pad Thai,"lime, shrimp, egg, rice noodles"
Beef Steak,"beef, garlic, pepper, salt"
Spring Rolls,"cabbage, shrimp, peanut sauce, rice paper, carrots"
Beef Steak,"garlic, salt, beef, butter, pepper"
Clam Chowder,"clam, onion, potato, celery, cream"
Greek Salad,"feta cheese, tomato, dressing, olives, cucumber, lettuce"
Pasta Carbonara,"olive oil, pasta, basil, cheese, tomato sauce"
Pancakes,"eggs, sugar, vanilla, butter, milk, flour"
Cereal,"fruits, honey, oats, nuts"
Grilled Chicken,"seasoning, garlic, lettuce, tomato, chicken"
Turkey Sandwich,"bread, lettuce, mayonnaise, tomato, cheese, turkey"
Shawarma,"pita, garlic, chicken, yogurt, cumin"
Butter Chicken,"coconut milk, onions, spices, curry powder"
Butter Chicken,"coconut milk, chicken, spices, curry powder, onions"
Omelette,"cheese, pepper, onions, butter, eggs, salt"
Pad Thai,"shrimp, rice noodles, peanut, lime"
BBQ Ribs,"brown sugar, garlic, spices, pork"
Dim Sum,"pork, soy sauce, dumpling wrapper, ginger, shrimp"
Omelette,"butter, salt, onions, eggs, cheese"
Japanese Ramen,"egg, scallions, broth, ginger, noodles, pork"
Sushi,"seaweed, salmon, rice, soy sauce, avocado"
Spring Rolls,"peanut sauce, carrots, cabbage, rice paper"
Caesar Salad,"Caesar dressing, croutons, lettuce, chicken"
Beef Steak,"garlic, salt, pepper, beef"
Cereal,"oats, milk, fruits, honey, nuts"
Omelette,"onions, pepper, cheese, butter"
Dim Sum,"shrimp, ginger, soy sauce, pork"
Pasta Carbonara,"basil, tomato sauce, pasta, olive oil"
Pad Thai,"lime, shrimp, egg, rice noodles, peanut"
Spring Rolls,"carrots, cabbage, shrimp, rice paper, peanut sauce"
Spanish Paella,"onions, saffron, seafood, rice, peppers"
Dim Sum,"soy sauce, shrimp, dumpling wrapper, pork, ginger"
Greek Salad,"tomato, lettuce, feta cheese, dressing"
Japanese Ramen,"pork, noodles, broth, egg, scallions, ginger"
Grilled Chicken,"lettuce, garlic, tomato, seasoning, chicken"
Dim Sum,"dumpling wrapper, pork, ginger, soy sauce, shrimp"
Sushi,"rice, soy sauce, seaweed, avocado"
Omelette,"salt, butter, onions, eggs, cheese, pepper"
Shawarma,"cumin, garlic, chicken, yogurt, pita"
Clam Chowder,"clam, cream, celery, onion"
Spanish Paella,"seafood, rice, peppers, saffron"
Pho,"basil, broth, rice noodles, beef"
Omelette,"salt, cheese, onions, pepper"
Caesar Salad,"parmesan, Caesar dressing, croutons, lettuce, chicken"
Sushi,"salmon, avocado, rice, seaweed, soy sauce"
BBQ Ribs,"BBQ sauce, garlic, pork, brown sugar"
Greek Salad,"cucumber, feta cheese, tomato, lettuce, dressing"
Beef Steak,"beef, garlic, pepper, salt"
Spanish Paella,"saffron, seafood, rice, peppers, onions"
Chicken Biryani,"yogurt, saffron, rice, chicken, cardamom, spices"
Omelette,"salt, eggs, onions, pepper, cheese, butter"
Butter Chicken,"coconut milk, chicken, curry powder, spices, onions"
Lasagna,"tomato sauce, onion, pasta, cheese, ground beef, garlic"
Shawarma,"yogurt, garlic, chicken, cumin"
Caesar Salad,"lettuce, croutons, Caesar dressing, chicken, parmesan"
Shawarma,"garlic, chicken, cumin, pita"
Tacos,"salsa, beef, cheese, lettuce, tortilla"
Pad Thai,"egg, shrimp, rice noodles, peanut"
Tacos,"salsa, cheese, lettuce, beef"
Omelette,"pepper, salt, eggs, onions"
Lasagna,"onion, pasta, ground beef, cheese, tomato sauce, garlic"
Dim Sum,"pork, dumpling wrapper, ginger, shrimp, soy sauce"
Tacos,"cheese, tortilla, beef, lettuce"
Shawarma,"chicken, yogurt, cumin, garlic"
Lasagna,"ground beef, cheese, onion, tomato sauce"
Clam Chowder,"celery, potato, onion, clam, cream"
Greek Salad,"dressing, olives, feta cheese, cucumber, lettuce"
Grilled Chicken,"lettuce, garlic, chicken, tomato, seasoning"
Pancakes,"milk, sugar, butter, flour, eggs"
Spring Rolls,"carrots, peanut sauce, shrimp, cabbage, rice paper"
Turkey Sandwich,"lettuce, bread, cheese, turkey, mayonnaise"
Pasta Carbonara,"basil, pasta, tomato sauce, olive oil"
BBQ Ribs,"garlic, spices, BBQ sauce, pork, brown sugar"
Greek Salad,"dressing, feta cheese, tomato, olives, cucumber, lettuce"
Beef Steak,"garlic, butter, salt, beef, pepper"
Pancakes,"butter, sugar, vanilla, milk, flour, eggs"
Pasta Carbonara,"olive oil, cheese, basil, pasta, tomato sauce"
Pancakes,"butter, eggs, milk, vanilla, flour, sugar"
Cereal,"honey, nuts, milk, oats, fruits"
Pho,"beef, rice noodles, basil, lime, broth"
Greek Salad,"olives, dressing, lettuce, feta cheese, cucumber"
Lasagna,"garlic, pasta, cheese, onion, tomato sauce"
Omelette,"butter, salt, cheese, pepper, eggs"
Caesar Salad,"parmesan, croutons, lettuce, chicken, Caesar dressing"
Spanish Paella,"rice, peppers, saffron, onions, seafood"
Japanese Ramen,"ginger, noodles, scallions, broth, pork, egg"
Chicken Biryani,"spices, chicken, cardamom, yogurt, rice"
Spring Rolls,"rice paper, carrots, peanut sauce, cabbage, shrimp"
Pad Thai,"shrimp, rice noodles, egg, lime"
Dim Sum,"dumpling wrapper, pork, soy sauce, shrimp, ginger"
Caesar Salad,"parmesan, Caesar dressing, lettuce, chicken, croutons"
Greek Salad,"lettuce, feta cheese, dressing, cucumber, olives, tomato"
Japanese Ramen,"scallions, ginger, noodles, egg, broth"
Pho,"broth, basil, rice noodles, chili"
Japanese Ramen,"ginger, pork, egg, broth"
Dim Sum,"shrimp, pork, dumpling wrapper, ginger"
Cereal,"fruits, nuts, oats, milk"
Caesar Salad,"croutons, Caesar dressing, lettuce, parmesan, chicken"
BBQ Ribs,"brown sugar, spices, pork, BBQ sauce, garlic"
Japanese Ramen,"ginger, pork, broth, noodles, scallions"
Clam Chowder,"celery, cream, potato, clam, onion"
Shawarma,"garlic, chicken, yogurt, cumin, pita"
Pasta Carbonara,"cheese, olive oil, tomato sauce, basil, pasta"
Omelette,"cheese, butter, pepper, salt"
Chicken Biryani,"spices, yogurt, rice, cardamom, chicken"
Japanese Ramen,"broth, pork, noodles, ginger, egg"
Lasagna,"garlic, pasta, ground beef, tomato sauce, cheese"
Grilled Chicken,"garlic, tomato, chicken, lettuce, seasoning"
Cereal,"fruits, nuts, oats, milk, honey"
Beef Steak,"butter, beef, pepper, garlic, salt"
Spanish Paella,"saffron, seafood, rice, peppers, onions"
Greek Salad,"lettuce, cucumber, olives, tomato, feta cheese"
Butter Chicken,"chicken, curry powder, coconut milk, spices, onions"
Spanish Paella,"rice, onions, seafood, peppers, saffron"
Pad Thai,"shrimp, lime, rice noodles, egg, peanut"
Beef Steak,"garlic, beef, butter, pepper, salt"
Pad Thai,"rice noodles, peanut, lime, egg, shrimp"
Greek Salad,"dressing, cucumber, tomato, lettuce, feta cheese, olives"
Pad Thai,"rice noodles, egg, lime, shrimp"
Dim Sum,"dumpling wrapper, ginger, soy sauce, shrimp, pork"
Shawarma,"yogurt, cumin, garlic, pita, chicken"
Pho,"basil, lime, broth, beef"
Spanish Paella,"onions, peppers, saffron, seafood"
Pancakes,"eggs, vanilla, flour, butter, milk, sugar"
Cereal,"oats, milk, nuts, fruits"
Pad Thai,"lime, shrimp, peanut, rice noodles, egg"
Sushi,"rice, soy sauce, avocado, salmon, seaweed"
Greek Salad,"lettuce, cucumber, olives, tomato, feta cheese, dressing"
Pasta Carbonara,"olive oil, cheese, pasta, tomato sauce, basil"
Clam Chowder,"potato, onion, cream, celery"
Cereal,"oats, fruits, nuts, honey, milk"
Turkey Sandwich,"bread, cheese, tomato, lettuce, mayonnaise, turkey"
Spanish Paella,"saffron, rice, seafood, peppers, onions"
Shawarma,"yogurt, chicken, cumin, garlic, pita"
Clam Chowder,"potato, celery, clam, cream, onion"
Sushi,"seaweed, avocado, soy sauce, salmon, rice"
Cereal,"nuts, honey, fruits, milk, oats"
Japanese Ramen,"ginger, broth, scallions, pork, noodles"
Chicken Biryani,"chicken, cardamom, rice, saffron, yogurt, spices"
Butter Chicken,"spices, coconut milk, chicken, curry powder, onions"
Lasagna,"onion, pasta, cheese, ground beef"
BBQ Ribs,"garlic, pork, brown sugar, BBQ sauce, spices"
Lasagna,"tomato sauce, cheese, onion, ground beef, pasta"
Clam Chowder,"onion, potato, clam, celery, cream"
Cereal,"honey, oats, nuts, fruits, milk"
Pasta Carbonara,"basil, pasta, olive oil, cheese, tomato sauce"
Cereal,"honey, nuts, fruits, oats"
Shawarma,"yogurt, garlic, cumin, pita"
Spanish Paella,"saffron, rice, seafood, peppers, onions"
Japanese Ramen,"egg, noodles, broth, scallions, pork, ginger"
Grilled Chicken,"tomato, lettuce, garlic, chicken, seasoning"
Dim Sum,"soy sauce, pork, shrimp, ginger, dumpling wrapper"
Pho,"lime, chili, beef, rice noodles, basil, broth"
Caesar Salad,"lettuce, croutons, Caesar dressing, parmesan"
BBQ Ribs,"spices, garlic, BBQ sauce, brown sugar"
Turkey Sandwich,"turkey, lettuce, bread, cheese"
Spring Rolls,"cabbage, rice paper, carrots, shrimp"
Pancakes,"butter, eggs, milk, sugar"
Spanish Paella,"peppers, seafood, rice, saffron"
Omelette,"eggs, cheese, salt, butter, onions, pepper"
Butter Chicken,"onions, coconut milk, curry powder, chicken, spices"
Caesar Salad,"chicken, Caesar dressing, lettuce, parmesan"
Beef Steak,"pepper, garlic, beef, salt, butter"
Pancakes,"flour, eggs, sugar, vanilla, milk, butter"
Spring Rolls,"peanut sauce, shrimp, cabbage, rice paper, carrots"
Pasta Carbonara,"basil, cheese, olive oil, pasta, tomato sauce"
Pad Thai,"peanut, rice noodles, shrimp, egg, lime"
BBQ Ribs,"pork, garlic, spices, BBQ sauce, brown sugar"
Lasagna,"cheese, pasta, onion, garlic, ground beef, tomato sauce"
Caesar Salad,"lettuce, Caesar dressing, croutons, chicken"
Greek Salad,"cucumber, dressing, olives, feta cheese"
Tacos,"salsa, lettuce, tortilla, beef"
Omelette,"pepper, salt, onions, cheese, eggs"
Pancakes,"milk, flour, vanilla, eggs, butter, sugar"
Dim Sum,"pork, soy sauce, shrimp, ginger"
Pho,"chili, rice noodles, broth, beef, basil"
Beef Steak,"pepper, garlic, beef, butter, salt"
Pho,"chili, beef, basil, lime, broth"
Turkey Sandwich,"turkey, mayonnaise, bread, lettuce, cheese"
Clam Chowder,"celery, clam, cream, onion, potato"
Caesar Salad,"lettuce, croutons, Caesar dressing, parmesan, chicken"
Shawarma,"pita, garlic, chicken, cumin, yogurt"
Greek Salad,"dressing, feta cheese, tomato, lettuce, olives, cucumber"
Tacos,"lettuce, tortilla, beef, cheese, salsa"
BBQ Ribs,"pork, BBQ sauce, brown sugar, garlic, spices"
Dim Sum,"soy sauce, dumpling wrapper, shrimp, ginger"
Greek Salad,"cucumber, tomato, feta cheese, olives, lettuce, dressing"
Spanish Paella,"peppers, onions, seafood, rice, saffron"
Beef Steak,"pepper, garlic, salt, butter, beef"
Clam Chowder,"clam, cream, onion, potato, celery"
Shawarma,"cumin, yogurt, garlic, pita, chicken"
Pad Thai,"lime, egg, rice noodles, shrimp"
Shawarma,"chicken, garlic, cumin, pita, yogurt"
Pho,"lime, broth, rice noodles, basil, beef, chili"
Pad Thai,"rice noodles, lime, shrimp, egg"
Omelette,"eggs, butter, cheese, pepper"
Shawarma,"pita, chicken, cumin, garlic"
Cereal,"fruits, honey, oats, milk, nuts"
Beef Steak,"garlic, beef, salt, butter, pepper"
Pho,"lime, rice noodles, basil, beef"
Shawarma,"yogurt, cumin, chicken, garlic, pita"
Butter Chicken,"onions, chicken, curry powder, spices, coconut milk"
Lasagna,"garlic, pasta, ground beef, onion, tomato sauce, cheese"
Butter Chicken,"chicken, onions, spices, curry powder, coconut milk"
Caesar Salad,"parmesan, croutons, chicken, lettuce, Caesar dressing"
BBQ Ribs,"garlic, spices, pork, BBQ sauce"
Omelette,"salt, onions, pepper, eggs, cheese"
Clam Chowder,"celery, onion, clam, cream, potato"
Butter Chicken,"curry powder, spices, onions, chicken, coconut milk"
Omelette,"pepper, eggs, cheese, butter, onions, salt"
Pad Thai,"peanut, shrimp, egg, rice noodles, lime"
Turkey Sandwich,"bread, lettuce, turkey, tomato, mayonnaise"
Beef Steak,"salt, garlic, beef, butter, pepper"
Dim Sum,"ginger, shrimp, pork, soy sauce"
Chicken Biryani,"cardamom, rice, yogurt, chicken, spices"
Sushi,"avocado, soy sauce, salmon, rice, seaweed"
Omelette,"butter, salt, cheese, eggs, onions"
Pasta Carbonara,"olive oil, basil, pasta, tomato sauce, cheese"
Chicken Biryani,"spices, yogurt, saffron, chicken, cardamom"
Lasagna,"garlic, pasta, onion, tomato sauce"
Greek Salad,"dressing, olives, lettuce, feta cheese, tomato"
Caesar Salad,"Caesar dressing, chicken, parmesan, croutons, lettuce"
BBQ Ribs,"garlic, pork, spices, brown sugar"
Tacos,"beef, lettuce, salsa, tortilla"
Turkey Sandwich,"turkey, mayonnaise, tomato, bread"
Clam Chowder,"potato, onion, cream, clam, celery"
Dim Sum,"soy sauce, dumpling wrapper, shrimp, pork, ginger"
Spanish Paella,"rice, peppers, saffron, onions"
BBQ Ribs,"spices, garlic, brown sugar, BBQ sauce, pork"
Chicken Biryani,"chicken, saffron, yogurt, rice"
Pasta Carbonara,"olive oil, tomato sauce, pasta, cheese, basil"
Beef Steak,"garlic, butter, beef, pepper"
Lasagna,"tomato sauce, garlic, pasta, onion, ground beef, cheese"
