Dish Name,Ingredients,Cluster,Cluster_Label
greek salad,"cucumber, tomato, olives, dressing, feta cheese, lettuce",6,Grilled & Roasted
beef steak,"butter, salt, garlic, beef, pepper",5,Breakfast & Brunch
greek salad,"olives, feta cheese, dressing, tomato, lettuce",6,Grilled & Roasted
dim sum,"dumpling wrapper, pork, shrimp, ginger, soy sauce",4,Asian & Stir Fry
omelette,"pepper, cheese, onions, salt, egg",5,Breakfast & Brunch
butter chicken,"coconut milk, onions, spices, curry powder",2,Curries & Stews
beef steak,"butter, salt, pepper, garlic, beef",5,Breakfast & Brunch
spanish paella,"peppers, rice, saffron, onions, seafood",2,Curries & Stews
bbq ribs,"garlic, bbq sauce, spices, pork",2,Curries & Stews
pho,"lime, chili, rice noodles, basil, broth",3,Baked Dishes
pancakes,"sugar, vanilla, milk, eggs, flour",0,Salads & Wraps
chicken biryani,"spices, chicken, yogurt, saffron, cardamom, rice",2,Curries & Stews
greek salad,"feta cheese, olives, lettuce, dressing, tomato, cucumber",6,Grilled & Roasted
pancakes,"vanilla, eggs, sugar, butter",0,Salads & Wraps
omelette,"pepper, salt, butter, onions, eggs, cheese",5,Breakfast & Brunch
spanish paella,"rice, saffron, seafood, onions, pepper",2,Curries & Stews
omelette,"onions, salt, cheese, pepper",5,Breakfast & Brunch
greek salad,"tomato, feta cheese, olives, dressing, cucumber, lettuce",6,Grilled & Roasted
pho,"lime, basil, chili, beef, rice noodle",3,Baked Dishes
chicken biryani,"rice, cardamom, spices, saffron",2,Curries & Stews
shawarma,"yogurt, garlic, pita, cumin, chicken",2,Curries & Stews
japanese ramen,"broth, noodles, ginger, egg, scallions, pork",4,Asian & Stir Fry
pasta carbonara,"olive oil, tomato sauce, cheese, pasta",1,Desserts & Pastries
omelette,"eggs, pepper, salt, cheese",5,Breakfast & Brunch
cereal,"milk, oats, fruits, nuts, honey",0,Salads & Wraps
beef steak,"beef, pepper, garlic, salt, butter",5,Breakfast & Brunch
clam chowder,"potato, onion, celery, clam, cream",1,Desserts & Pastries
grilled chicken,"lettuce, chicken, seasoning, garlic, tomato",6,Grilled & Roasted
grilled chicken,"lettuce, seasoning, chicken, garlic, tomato",6,Grilled & Roasted
dim sum,"shrimp, ginger, soy sauce, dumpling wrapper, pork",4,Asian & Stir Fry
bbq ribs,"garlic, brown sugar, pork, bbq sauce, spice",2,Curries & Stews
lasagna,"onion, pasta, ground beef, garlic",1,Desserts & Pastries
omelette,"cheese, pepper, salt, butter",5,Breakfast & Brunch
dim sum,"pork, shrimp, dumpling wrapper, ginger, soy sauce",4,Asian & Stir Fry
lasagna,"pasta, garlic, tomato sauce, cheese, onion, ground beef",1,Desserts & Pastries
chicken biryani,"rice, saffron, chicken, cardamom",2,Curries & Stews
sushi,"rice, avocado, soy sauce, seaweed, salmon",2,Curries & Stews
japanese ramen,"noodles, scallions, pork, broth",4,Asian & Stir Fry
chicken biryani,"chicken, rice, saffron, spices, yogurt, cardamom",2,Curries & Stews
greek salad,"tomato, cucumber, olives, dressing, lettuce",6,Grilled & Roasted
greek salad,"feta cheese, tomato, cucumber, olives, lettuce",6,Grilled & Roasted
greek salad,"tomato, lettuce, feta cheese, dressing",6,Grilled & Roasted
pad thai,"peanut, lime, rice noodles, egg, shrimp",3,Baked Dishes
bbq ribs,"spices, bbq sauce, garlic, brown sugar, pork",2,Curries & Stews
grilled chicken,"chicken, lettuce, seasoning, tomato",6,Grilled & Roasted
chicken biryani,"cardamom, chicken, rice, saffron, spice",2,Curries & Stews
japanese ramen,"noodles, ginger, pork, scallions, egg",4,Asian & Stir Fry
lasagna,"ground beef, cheese, onion, tomato sauce, pasta, garlic",1,Desserts & Pastries
greek salad,"cucumber, olives, lettuce, dressing, tomato",6,Grilled & Roasted
japanese ramen,"broth, scallions, pork, noodles, egg, ginger",4,Asian & Stir Fry
beef steak,"salt, garlic, pepper, beef, butter",5,Breakfast & Brunch
grilled chicken,"garlic, seasoning, lettuce, chicken",6,Grilled & Roasted
caesar salad,"parmesan, lettuce, chicken, caesar dressing, crouton",6,Grilled & Roasted
turkey sandwich,"bread, mayonnaise, cheese, tomato, turkey",6,Grilled & Roasted
bbq ribs,"brown sugar, bbq sauce, pork, garlic",2,Curries & Stews
greek salad,"lettuce, tomato, olives, feta cheese, dressing, cucumber",6,Grilled & Roasted
butter chicken,"spices, coconut milk, curry powder, onions, chicken",2,Curries & Stews
greek salad,"cucumber, olives, tomato, lettuce",6,Grilled & Roasted
grilled chicken,"garlic, lettuce, tomato, seasoning",6,Grilled & Roasted
caesar salad,"parmesan, caesar dressing, chicken, lettuce",6,Grilled & Roasted
pancakes,"eggs, flour, vanilla, butter",0,Salads & Wraps
chicken biryani,"rice, chicken, spices, saffron, yogurt, cardamom",2,Curries & Stews
chicken biryani,"yogurt, spices, chicken, rice, cardamom",2,Curries & Stews
cereal,"fruits, milk, oats, nuts, honey",0,Salads & Wraps
lasagna,"garlic, pasta, ground beef, tomato sauce, onion",1,Desserts & Pastries
greek salad,"feta cheese, lettuce, cucumber, olives, dressing",6,Grilled & Roasted
chicken biryani,"cardamom, yogurt, spices, chicken, saffron",2,Curries & Stews
shawarma,"pita, cumin, yogurt, garlic, chicken",2,Curries & Stews
turkey sandwich,"lettuce, bread, turkey, cheese, tomato, mayonnaise",6,Grilled & Roasted
butter chicken,"chicken, coconut milk, curry powder, spice",2,Curries & Stews
grilled chicken,"seasoning, chicken, garlic, tomato, lettuce",6,Grilled & Roasted
lasagna,"ground beef, tomato sauce, garlic, pasta, cheese",1,Desserts & Pastries
turkey sandwich,"tomato, mayonnaise, lettuce, turkey, bread",6,Grilled & Roasted
pancakes,"flour, butter, vanilla, milk, sugar",0,Salads & Wraps
pho,"chili, basil, broth, rice noodles, beef, lime",3,Baked Dishes
chicken biryani,"yogurt, spices, rice, cardamom, saffron",2,Curries & Stews
japanese ramen,"egg, broth, pork, noodle",4,Asian & Stir Fry
greek salad,"dressing, cucumber, tomato, lettuce, olives, feta cheese",6,Grilled & Roasted
pancakes,"flour, sugar, eggs, milk",0,Salads & Wraps
clam chowder,"onion, potato, celery, cream, clam",1,Desserts & Pastries
japanese ramen,"scallions, noodles, ginger, broth, egg, pork",4,Asian & Stir Fry
pho,"chili, rice noodles, basil, lime",3,Baked Dishes
spring rolls,"cabbage, carrots, shrimp, peanut sauce, rice paper",3,Baked Dishes
greek salad,"olives, dressing, cucumber, lettuce, feta cheese",6,Grilled & Roasted
dim sum,"pork, soy sauce, dumpling wrapper, shrimp",4,Asian & Stir Fry
beef steak,"salt, butter, garlic, pepper, beef",5,Breakfast & Brunch
spanish paella,"rice, onions, peppers, saffron, seafood",2,Curries & Stews
grilled chicken,"chicken, tomato, seasoning, garlic, lettuce",6,Grilled & Roasted
japanese ramen,"noodles, scallions, ginger, pork",4,Asian & Stir Fry
greek salad,"feta cheese, cucumber, tomato, dressing, olive",6,Grilled & Roasted
grilled chicken,"chicken, lettuce, tomato, garlic",6,Grilled & Roasted
caesar salad,"croutons, lettuce, chicken, parmesan, caesar dressing",6,Grilled & Roasted
chicken biryani,"saffron, cardamom, chicken, rice",2,Curries & Stews
omelette,"cheese, eggs, salt, onions, butter, pepper",5,Breakfast & Brunch
japanese ramen,"pork, scallions, ginger, broth",4,Asian & Stir Fry
lasagna,"pasta, cheese, tomato sauce, garlic",1,Desserts & Pastries
tacos,"tortilla, salsa, lettuce, cheese, beef",6,Grilled & Roasted
pad thai,"rice noodles, peanut, shrimp, lime",3,Baked Dishes
greek salad,"olives, lettuce, tomato, cucumber, feta cheese, dressing",6,Grilled & Roasted
chicken biryani,"chicken, cardamom, yogurt, spices, saffron",2,Curries & Stews
chicken biryani,"rice, chicken, spices, saffron",2,Curries & Stews
grilled chicken,"tomato, chicken, lettuce, garlic, seasoning",6,Grilled & Roasted
pho,"basil, beef, chili, lime",3,Baked Dishes
lasagna,"tomato sauce, pasta, cheese, garlic, ground beef, onion",1,Desserts & Pastries
bbq ribs,"spices, pork, garlic, brown sugar",2,Curries & Stews
spanish paella,"rice, onions, seafood, pepper",2,Curries & Stews
japanese ramen,"scallions, egg, noodles, pork",4,Asian & Stir Fry
spanish paella,"rice, seafood, onions, saffron, pepper",2,Curries & Stews
greek salad,"cucumber, feta cheese, olives, lettuce",6,Grilled & Roasted
pancakes,"vanilla, milk, flour, butter, eggs, sugar",0,Salads & Wraps
greek salad,"feta cheese, cucumber, lettuce, tomato, olive",6,Grilled & Roasted
lasagna,"cheese, tomato sauce, garlic, pasta",1,Desserts & Pastries
sushi,"avocado, seaweed, soy sauce, salmon, rice",2,Curries & Stews
greek salad,"cucumber, feta cheese, tomato, lettuce",6,Grilled & Roasted
omelette,"cheese, salt, onions, eggs, pepper",5,Breakfast & Brunch
pho,"basil, broth, lime, rice noodle",3,Baked Dishes
greek salad,"feta cheese, cucumber, dressing, tomato, olive",6,Grilled & Roasted
butter chicken,"curry powder, coconut milk, onions, chicken, spice",2,Curries & Stews
beef steak,"beef, garlic, butter, salt, pepper",5,Breakfast & Brunch
lasagna,"onion, pasta, garlic, ground beef, cheese, tomato sauce",1,Desserts & Pastries
pad thai,"rice noodles, egg, lime, peanut, shrimp",3,Baked Dishes
pad thai,"peanut, lime, shrimp, rice noodles, egg",3,Baked Dishes
turkey sandwich,"turkey, tomato, bread, cheese",6,Grilled & Roasted
cereal,"nuts, milk, fruits, oat",0,Salads & Wraps
pad thai,"rice noodles, peanut, egg, lime, shrimp",3,Baked Dishes
shawarma,"chicken, cumin, yogurt, pita, garlic",2,Curries & Stews
japanese ramen,"ginger, scallions, noodles, broth, pork",4,Asian & Stir Fry
chicken biryani,"rice, yogurt, spices, saffron, cardamom, chicken",2,Curries & Stews
spanish paella,"onions, seafood, rice, pepper",2,Curries & Stews
greek salad,"dressing, olives, feta cheese, tomato",6,Grilled & Roasted
dim sum,"pork, ginger, shrimp, soy sauce",4,Asian & Stir Fry
tacos,"cheese, lettuce, beef, salsa, tortilla",6,Grilled & Roasted
lasagna,"tomato sauce, ground beef, onion, cheese, garlic",1,Desserts & Pastries
omelette,"onions, cheese, salt, pepper, butter",5,Breakfast & Brunch
grilled chicken,"garlic, tomato, seasoning, chicken, lettuce",6,Grilled & Roasted
caesar salad,"chicken, lettuce, parmesan, caesar dressing, crouton",6,Grilled & Roasted
spring rolls,"rice paper, cabbage, peanut sauce, shrimp, carrot",3,Baked Dishes
sushi,"avocado, rice, soy sauce, seaweed",2,Curries & Stews
pho,"basil, chili, rice noodles, lime",3,Baked Dishes
greek salad,"tomato, olives, cucumber, lettuce, dressing, feta cheese",6,Grilled & Roasted
pancakes,"vanilla, sugar, butter, milk, egg",0,Salads & Wraps
grilled chicken,"garlic, seasoning, tomato, chicken, lettuce",6,Grilled & Roasted
turkey sandwich,"turkey, tomato, bread, mayonnaise, cheese, lettuce",6,Grilled & Roasted
chicken biryani,"spices, rice, chicken, yogurt, saffron, cardamom",2,Curries & Stews
lasagna,"pasta, onion, tomato sauce, ground beef",1,Desserts & Pastries
pad thai,"rice noodles, lime, peanut, shrimp, egg",3,Baked Dishes
spring rolls,"cabbage, peanut sauce, shrimp, rice paper, carrot",3,Baked Dishes
butter chicken,"coconut milk, chicken, spices, curry powder",2,Curries & Stews
pho,"basil, chili, beef, broth",3,Baked Dishes
japanese ramen,"ginger, pork, broth, egg, noodles, scallion",4,Asian & Stir Fry
japanese ramen,"ginger, pork, egg, broth, scallion",4,Asian & Stir Fry
chicken biryani,"chicken, cardamom, spices, saffron",2,Curries & Stews
lasagna,"ground beef, onion, tomato sauce, garlic",1,Desserts & Pastries
caesar salad,"caesar dressing, parmesan, croutons, lettuce, chicken",6,Grilled & Roasted
pad thai,"egg, peanut, lime, rice noodles, shrimp",3,Baked Dishes
chicken biryani,"saffron, spices, yogurt, cardamom, chicken, rice",2,Curries & Stews
pancakes,"eggs, sugar, butter, flour, milk",0,Salads & Wraps
greek salad,"dressing, tomato, cucumber, lettuce, feta cheese, olive",6,Grilled & Roasted
caesar salad,"parmesan, caesar dressing, lettuce, crouton",6,Grilled & Roasted
pho,"basil, beef, rice noodles, broth",3,Baked Dishes
pho,"beef, basil, lime, chili",3,Baked Dishes
chicken biryani,"spices, chicken, saffron, yogurt, cardamom",2,Curries & Stews
shawarma,"cumin, yogurt, pita, chicken, garlic",2,Curries & Stews
turkey sandwich,"turkey, cheese, bread, mayonnaise, tomato, lettuce",6,Grilled & Roasted
lasagna,"cheese, garlic, tomato sauce, pasta",1,Desserts & Pastries
lasagna,"cheese, ground beef, pasta, onion",1,Desserts & Pastries
caesar salad,"caesar dressing, lettuce, chicken, crouton",6,Grilled & Roasted
greek salad,"lettuce, feta cheese, tomato, olives, dressing, cucumber",6,Grilled & Roasted
pancakes,"sugar, milk, vanilla, butter",0,Salads & Wraps
chicken biryani,"saffron, yogurt, spices, cardamom, rice",2,Curries & Stews
beef steak,"butter, salt, pepper, beef",5,Breakfast & Brunch
pho,"rice noodles, broth, basil, beef, lime",3,Baked Dishes
lasagna,"pasta, garlic, onion, tomato sauce",1,Desserts & Pastries
pancakes,"sugar, flour, vanilla, milk, butter",0,Salads & Wraps
sushi,"seaweed, soy sauce, salmon, rice, avocado",2,Curries & Stews
pad thai,"shrimp, lime, egg, rice noodle",3,Baked Dishes
dim sum,"shrimp, soy sauce, ginger, pork, dumpling wrapper",4,Asian & Stir Fry
cereal,"nuts, honey, oats, milk",0,Salads & Wraps
dim sum,"ginger, soy sauce, shrimp, pork, dumpling wrapper",4,Asian & Stir Fry
pancakes,"eggs, flour, vanilla, milk, sugar",0,Salads & Wraps
japanese ramen,"egg, scallions, pork, ginger, noodle",4,Asian & Stir Fry
spring rolls,"cabbage, shrimp, peanut sauce, carrot",3,Baked Dishes
caesar salad,"chicken, lettuce, caesar dressing, crouton",6,Grilled & Roasted
butter chicken,"chicken, curry powder, coconut milk, spice",2,Curries & Stews
spanish paella,"rice, onions, saffron, peppers, seafood",2,Curries & Stews
pho,"broth, chili, beef, basil",3,Baked Dishes
dim sum,"pork, soy sauce, ginger, shrimp, dumpling wrapper",4,Asian & Stir Fry
pasta carbonara,"cheese, pasta, basil, tomato sauce",1,Desserts & Pastries
pancakes,"butter, sugar, eggs, milk, vanilla, flour",0,Salads & Wraps
spanish paella,"onions, seafood, rice, saffron, pepper",2,Curries & Stews
sushi,"salmon, avocado, rice, soy sauce",2,Curries & Stews
pad thai,"lime, rice noodles, shrimp, egg, peanut",3,Baked Dishes
butter chicken,"curry powder, coconut milk, onions, spices, chicken",2,Curries & Stews
turkey sandwich,"cheese, lettuce, bread, turkey",6,Grilled & Roasted
lasagna,"pasta, cheese, tomato sauce, ground beef",1,Desserts & Pastries
cereal,"fruits, honey, oats, nuts, milk",0,Salads & Wraps
turkey sandwich,"lettuce, mayonnaise, tomato, cheese, bread",6,Grilled & Roasted
spring rolls,"carrots, peanut sauce, shrimp, rice paper",3,Baked Dishes
shawarma,"yogurt, garlic, pita, cumin",2,Curries & Stews
shawarma,"chicken, garlic, yogurt, pita, cumin",2,Curries & Stews
chicken biryani,"saffron, yogurt, rice, chicken, spice",2,Curries & Stews
turkey sandwich,"tomato, bread, mayonnaise, turkey",6,Grilled & Roasted
turkey sandwich,"mayonnaise, turkey, tomato, lettuce",6,Grilled & Roasted
sushi,"rice, salmon, soy sauce, seaweed",2,Curries & Stews
lasagna,"cheese, ground beef, onion, tomato sauce, pasta, garlic",1,Desserts & Pastries
omelette,"onions, cheese, butter, salt",5,Breakfast & Brunch
japanese ramen,"ginger, scallions, pork, broth",4,Asian & Stir Fry
pho,"beef, broth, rice noodles, basil, chili, lime",3,Baked Dishes
spring rolls,"shrimp, cabbage, peanut sauce, rice paper",3,Baked Dishes
pho,"beef, chili, rice noodles, basil, broth",3,Baked Dishes
turkey sandwich,"lettuce, tomato, mayonnaise, cheese, bread, turkey",6,Grilled & Roasted
omelette,"butter, cheese, eggs, pepper",5,Breakfast & Brunch
spanish paella,"peppers, rice, onions, saffron",2,Curries & Stews
japanese ramen,"egg, noodles, pork, ginger",4,Asian & Stir Fry
shawarma,"chicken, pita, yogurt, cumin",2,Curries & Stews
chicken biryani,"yogurt, chicken, cardamom, rice, spices, saffron",2,Curries & Stews
greek salad,"cucumber, olives, lettuce, tomato",6,Grilled & Roasted
bbq ribs,"brown sugar, spices, pork, garlic, bbq sauce",2,Curries & Stews
greek salad,"feta cheese, lettuce, tomato, olive",6,Grilled & Roasted
lasagna,"pasta, garlic, onion, cheese",1,Desserts & Pastries
japanese ramen,"pork, noodles, egg, ginger",4,Asian & Stir Fry
pad thai,"peanut, shrimp, egg, lime, rice noodle",3,Baked Dishes
chicken biryani,"yogurt, saffron, cardamom, chicken, spices, rice",2,Curries & Stews
pho,"basil, chili, broth, lime, rice noodle",3,Baked Dishes
butter chicken,"spices, curry powder, coconut milk, onions, chicken",2,Curries & Stews
pho,"rice noodles, beef, lime, basil, broth, chili",3,Baked Dishes
pho,"chili, broth, lime, rice noodles, basil",3,Baked Dishes
pancakes,"vanilla, sugar, flour, eggs, milk",0,Salads & Wraps
pasta carbonara,"basil, cheese, olive oil, pasta, tomato sauce",1,Desserts & Pastries
lasagna,"tomato sauce, cheese, garlic, pasta",1,Desserts & Pastries
chicken biryani,"chicken, yogurt, saffron, cardamom",2,Curries & Stews
spring rolls,"rice paper, carrots, peanut sauce, cabbage, shrimp",3,Baked Dishes
lasagna,"ground beef, garlic, tomato sauce, cheese, onion, pasta",1,Desserts & Pastries
spanish paella,"onions, rice, peppers, saffron, seafood",2,Curries & Stews
lasagna,"garlic, onion, pasta, tomato sauce",1,Desserts & Pastries
bbq ribs,"garlic, pork, bbq sauce, brown sugar, spice",2,Curries & Stews
grilled chicken,"seasoning, chicken, garlic, lettuce",6,Grilled & Roasted
japanese ramen,"pork, broth, ginger, egg, noodle",4,Asian & Stir Fry
beef steak,"butter, pepper, beef, garlic, salt",5,Breakfast & Brunch
bbq ribs,"bbq sauce, spices, brown sugar, garlic, pork",2,Curries & Stews
pancakes,"eggs, butter, milk, vanilla, flour, sugar",0,Salads & Wraps
spring rolls,"carrots, cabbage, peanut sauce, rice paper, shrimp",3,Baked Dishes
omelette,"salt, butter, cheese, onions, egg",5,Breakfast & Brunch
grilled chicken,"tomato, seasoning, chicken, lettuce, garlic",6,Grilled & Roasted
lasagna,"pasta, tomato sauce, cheese, ground beef",1,Desserts & Pastries
lasagna,"onion, ground beef, cheese, tomato sauce",1,Desserts & Pastries
butter chicken,"chicken, coconut milk, onions, spices, curry powder",2,Curries & Stews
pho,"chili, basil, broth, rice noodles, beef",3,Baked Dishes
lasagna,"pasta, garlic, cheese, onion",1,Desserts & Pastries
omelette,"eggs, butter, salt, onions, cheese, pepper",5,Breakfast & Brunch
pho,"beef, chili, rice noodles, lime, broth",3,Baked Dishes
beef steak,"pepper, garlic, salt, beef, butter",5,Breakfast & Brunch
tacos,"tortilla, salsa, beef, lettuce",6,Grilled & Roasted
clam chowder,"potato, celery, onion, clam",1,Desserts & Pastries
japanese ramen,"scallions, noodles, egg, broth",4,Asian & Stir Fry
cereal,"honey, milk, oats, fruit",0,Salads & Wraps
